Targets
Occurrences of '2022-07-13' in File test_total_data_process2.csv
Found Occurrences
Unclassified
PaperTrail
corpus\data20220911
test_total_data_process2.csv
...132763,2022-07-13 23:58:36,知乎热榜,如何理解中科院院士潘建伟称「爱是一种量子现象」？人类情感究竟能否用科学来解释？中国量子领域科学家潘建伟在节目里说，或许未来量子人工智能也会把人们当做小...
184022,2022-07-13 23:58:29,微博热榜,【祝贺！#中国成功发射天链二号03星#】7月13日00时30分，我国在西昌卫星发射中心使用长征三号乙运载火箭，成功将天链二号03星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。该卫星是我国第二代地球同步轨道数据中继卫星，主要用于为飞船等载人航天器、中低轨道资源卫星提供数据中继和测控服 ...全文,0.0,0.0,0.0,1.0
132584,2022-07-13 23:56:42,微博热榜,大晚上被山东青岛为高位截瘫儿子要羊肉汤的老奶奶整破防了……老奶奶没有要钱只是要点汤，并表示没有也没关系……她儿子今年46岁了，务工时摔成高位截瘫，儿媳妇卷走给儿子治病的20万跑了，全家靠她捡废品维持生活……看老人小心翼翼的样子，心里有些难受…长太息以掩涕兮，哀民生之多艰 ...全文,560.0,660.0,9342.0,1.0
132616,2022-07-13 23:55:53,微博热榜,听过最温柔的一句话：“我不会因为你不好的一面就离开你，其实我看着你遮遮掩掩感到不安又委屈的时刻我会更想抱紧你。”我永远会被温柔的人所打动！ ,338.0,25.0,1362.0,1.0
...166393,2022-07-13 23:55:53,微博热榜,#袁冰妍退出偷漏税被罚公司#人家偷税漏税的热搜标题长这样邓伦积极配合补交税款后 因国家税收政策调整 仅差300万未补 被罚1.06亿各种邓伦屡教不改 ...
...160486,2022-07-13 23:48:43,微博热榜,#斯里兰卡宣布进入国家紧急状态##总台记者斯里兰卡最新现场报道#                                         13...
163576,2022-07-13 23:45:58,微博热榜,发现一张老图！#谭乔自曝或面临牢狱之灾##谭谈交通全面下架# ,0.0,2.0,1.0,1.0
163577,2022-07-13 23:45:41,微博热榜,#谭谈交通全面下架# 公然挑战群众舆论的目的真的就只是逐利吗？如果合法的破格获取被法律所认同，成为即使群众口诛笔伐也不能改变的结果，那是选择批判并寻找一种制约和平衡，还是继续让热点淡出群众视野呢？假如是后者，这无异于变相鼓励破格获取。我们这个时代从来不缺韭菜，信息不透明，不鼓励传递 ...全文,0.0,0.0,0.0,1.0
160321,2022-07-13 23:43:59,微博热榜,#WPS被曝会删除用户本地文件#wps本地文件莫名丢失！真的年度灵异事件！我写的小说1234part，2.14那天打开过，昨天再打开，找不到4了！我确定写完了（已完结还没写番外）结果第四部分莫名消失…回收站没有（19年以来删除的都还在），wps最近的记录也没有。我是不是被穿了啊，还是我记忆错乱 ,0.0,1.0,2.0,1.0
...132702,2022-07-13 23:43:46,知乎热榜,"7 月 13 日上海昨新增本土确诊病例 5 例和本土无症状感染者 42 例，目前当地疫情情况如何？上海市卫健委今早（7月14日）通报：2022年7月...
132535,2022-07-13 23:39:22,微博热榜,7月12日晚，四川南充南部县一女城管执法时被打哭，同事：整治夜间占道经营惹恼顾客，被打伤了眼角缝了三针，此事警方已介入。我真的很怀念丽水那边的夜市，超大一块区域的路面被划出来用来夜间摆摊，这块区域商场多、居民少，汽车夜间是不能通行的。天一擦黑，各种小摊小贩集中往哪里赶，居民和游 ...全文,30.0,157.0,491.0,1.0
179177,2022-07-13 23:37:24,微博热榜,#易烊千玺个人独资企业申请注销#新词条合影坐等后续！（希望有后续） ,0.0,0.0,21.0,1.0
...132546,2022-07-13 23:31:29,微博热榜,王者荣耀交易 长期技术陪玩团接单啦，做可以包星的陪玩团排位包星：输补，钻石及以下：10r/局  二陪一18r局，星耀：13r/局  二陪一20r/局，...
160322,2022-07-13 23:25:41,微博热榜,我又来唱反调了。WPS擅自删除作者本地文件的事大家都知道了吧。我也看一个主播说这件事。但令我惊讶（也不惊讶）的是，评论里一条说维权的也没有、一条讨论如何防止的也没有。相反全是WPS支持者和Office支持者互相打架。到处都是“谁谁还不如谁谁了”“只是没爆出来”之类的………如果所有人都是这个 ...全文,0.0,0.0,0.0,1.0
160323,2022-07-13 23:22:40,微博热榜,#WPS被曝会删除用户本地文件#这种侵犯个人私域的隐私软件，赶紧删除吧！ ,0.0,0.0,3.0,1.0
189369,2022-07-13 23:21:42,微博热榜,科普小视频上新#霍乱到底是什么病##科普##武汉大学一例霍乱病例情况# 小武喜欢搞科研的微博视频 ,0.0,0.0,1.0,1.0
...191072,2022-07-13 23:21:34,微博热榜,【#银行行长为女儿学业被骗3.5亿#获刑7年：我不敢报警】#银行行长被骗3.5亿不敢报警# 近日，山东一桩特大诈骗案件宣判，心忧女儿学业的某银行行长李...
164030,2022-07-13 23:19:52,微博热榜,白白好白呀缅因猫#如何看待谭谈交通下架##南宁# 南宁·江山御景国宾墅 ,0.0,0.0,0.0,1.0
184088,2022-07-13 23:19:33,微博热榜,#京东快递北京总部被立案查处#只有京东，每次问我在不在家，要送货给我，有一次东西很大，下雨了，我说自己去拿吧，快递员都不，非要送给我，淘宝就是一个死垃圾，天猫超市快递员每次都问我放快递站行不行，赶紧倒闭吧@万能的淘宝 ,0.0,0.0,43.0,1.0
162349,2022-07-13 23:18:53,微博热榜,#雨衣男强行与前妻发生性关系后潜逃#怎么会有这种人渣！！物理阉割何时采纳 ,0.0,0.0,0.0,1.0
186205,2022-07-13 23:17:44,微博热榜,//珠海海域幼儿园女童疑似被侵害！！监控线已被剪#珠海爆料##珠海##珠海身边事##安倍身亡将引发日本政坛大动荡#  ,5.0,1.0,1.0,1.0
...132597,2022-07-13 23:16:44,知乎热榜,乌克兰外交部宣布中断与朝鲜的外交关系，这会产生哪些影响？当地时间13日，乌克兰外交部宣布，由于朝鲜决定承认乌克兰东部两地独立，乌克兰中断与朝鲜的外交关...
132514,2022-07-13 23:12:15,微博热榜,【Twi】SEVENTEEN正规四辑后续专《SECTOR 17》试听片段公开，2022.07.18 6PM (KST)，期待赛文婷！SEVENTEEN  韩国me2day的微博视频 ,18.0,1356.0,209.0,1.0
165239,2022-07-13 23:10:09,微博热榜,# 周杰伦第二支MV即将上线抖音 一整个期待住了# 期待期待期待噢！#周杰伦##周杰伦最伟大的作品mv##周杰伦对刘畊宏说用新歌跳起来# 舞蹈全能的微博视频 ,0.0,0.0,2.0,1.0
132520,2022-07-13 23:09:56,微博热榜,#SEVENTEEN新专辑全专试听##SEVENTEEN新专辑收录曲试听# SEVENTEEN正规四辑后续专《SECTOR 17》试听片段公开，期待07.18！！ 米兔的韩流生活的微博视频 ,0.0,2.0,2.0,1.0
132516,2022-07-13 23:07:04,微博热榜,【#军营里的超级月亮# 别样美！】来了来了！#超级月亮升起时太壮观# ！一起拍一拍#超级月亮#！ ,6.0,5.0,36.0,1.0
132512,2022-07-13 23:06:59,微博热榜,时代少年团??#时代少年团 筑梦璨明# 多变手势搭配酷炫墨镜，即便灯光朦胧也难掩俊逸脸庞，小贺的每张照片都十分帅气，说明手机相机很“识趣”??及时扑捉帅哥各种绝佳角度，@时代少年团-贺峻霖 怎么拍都好看,6.0,19.0,236.0,1.0
160771,2022-07-13 23:05:50,微博热榜,#德国取消2035年碳中和目标#那中国的碳中和还搞吗？自己限制自己的经济？ ,0.0,0.0,0.0,1.0
190830,2022-07-13 23:04:58,微博热榜,斯里兰卡????国家进入紧急状态，这是今天的视频，示威者冲进总理府。Sri Lanka : des manifestants envahissent les bureaux du Premier ministre#斯里兰卡宣布国家进入紧急状态# 法国漂的微博视频 ,2.0,8.0,21.0,1.0
161099,2022-07-13 23:03:06,微博热榜,#银行行长上当26次被骗3.5亿#这经过？这结果…呵呵 ,0.0,0.0,0.0,1.0
132518,2022-07-13 23:01:26,微博热榜,保护区的两只雪豹，晚上经常喜欢黏腻在一起睡觉，像极了爱情！  #萌宠部落格# 萌宠部落格的微博视频 ,1.0,0.0,3.0,1.0
132522,2022-07-13 23:01:00,微博热榜,减肥小知识｜易发胖易变瘦食物！ ,3.0,0.0,6.0,1.0
163775,2022-07-13 23:00:01,微博热榜,#成都广播电视台回应谭谈交通下架#成都广播电视台的官微是@一点橙子  ,1.0,1.0,2.0,1.0
...191073,2022-07-13 22:58:28,微博热榜,【#银行行长为女儿学业被骗3.5亿#获刑7年：我不敢报警】#银行行长被骗3.5亿不敢报警# 近日，山东一桩特大诈骗案件宣判，心忧女儿学业的某银行行长李...
184089,2022-07-13 22:56:43,微博热榜,"#京东快递北京总部被立案查处#这天气普通的外科口罩都闷的人喘不上气,体力劳动带n95?领导们开发布会都不带口罩怎么说? ",0.0,0.0,20.0,1.0
132513,2022-07-13 22:56:23,微博热榜,肖战||#肖战肖春生# 饭修1p 20220713 我是肖春生！,14.0,2.0,22.0,1.0
