178605,2022-07-06 23:59:47,微博热榜,#江苏##街道就给转绿码人员手上盖章致歉# 做完核酸手上盖章，绝对是脑残决策！只要稍微有点历史常识的人，便知什么年代，怎样的情况下才用此种方法用来证明身份或用作其他用途。用这样的官执政，地方民众何有幸福可言？哪里还有期待和指望他能造福一方！这是对人格的侮辱，是对《民法典》的无视和践踏 ...全文,0.0,1.0,1.0,1.0
181229,2022-07-06 23:56:42,微博热榜,#云南教育厅原厅长罗崇敏涉嫌违法犯罪#这个事情没人关注吗？教育系统这几年的骚操作，敢说不是歪屁股内奸泛滥吗？ ,0.0,0.0,2.0,1.0
186468,2022-07-06 23:52:07,微博热榜,#全州超生孩子被调剂事件已立案# 奇葩的“调剂”，是以前的错误。希望尽早调查清楚，正确处理，并给予道歉赔偿，让其亲人团聚！,0.0,2.0,3.0,1.0
180824,2022-07-06 23:51:23,微博热榜,#哈根达斯冰淇淋检出农药残留#以后不要买雪糕了，自己在家自己做雪糕好了今天去超市，看到所有的雪糕价位都在四元以上，我说我记得绿色心情以前是一元啊，服务员说，好多年前，绿色心情就四元了，呃，我好像有六七年没有吃过雪糕了吧每次想吃，都去买鲜榨果汁，看来，我的 ...全文,0.0,0.0,0.0,1.0
165644,2022-07-06 23:50:20,微博热榜,#余秀华疑被家暴#这样的日子二者是怎么结合起来的呢？#余秀华直播中与丈夫激烈争吵##余秀华# #经纪人回应称余秀华已分手##余秀华回应家暴# 羽林菌的微博视频 ,110.0,515.0,4199.0,1.0
178606,2022-07-06 23:49:06,微博热榜,#街道就给转绿码人员手上盖章致歉#过去一听到外面的人，骂我们是猪啰，就火冒三丈、群情激愤，是啊，明明是人，怎么能被猪一样对待呢？后来，听不到外面的人骂了，回头一看，嘿，最不把人当人待的，竟然就是咱自己人。该说什么好呢？古话说的好，自助者，天必助之；自贱者，人更贱之！ ,0.0,0.0,7.0,1.0
129004,2022-07-06 23:48:27,知乎热榜,"7 月 6 日上海新增 32 例本土确诊病例和 22 例本土无症状感染者，目前当地疫情情况如何？上海市卫健委今早（7月7日）通报： 其中30例确诊病例和22例无症状感染者在隔离管控中发现。新增境外输入性新冠肺炎确诊病例11例和无症状感染者6例，均在闭环管控中发现。 2022年7月6日0—24时，新增本土新冠肺炎确诊病例32例。治愈出院2例。 ，居住于虹口区， ，居住于松江区，均在发热就诊时发现核酸检测异常，即被隔离排查。经市、区疾控中心复核，核酸检测结果为阳性。经市级专家会诊，综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。（7月6日已通报） ，居住于浦东新区， ，居住于黄浦区， ，居住于徐汇区， ，居住于长宁区， ，居住于静安区， ，居住于普陀区， ，居住于杨浦区， ，居住于闵行区， ，居住于宝山区， ，居住于嘉定区，均为此前报告本土确诊病例或无症状感染者的密切接触者，即被隔离管控，其间新冠病毒核酸检测结果异常。经市、区疾控中心复核，核酸检测结果为阳性。经市级专家会诊，综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 2022年7月6日0—24时，新增本土无症状感染者22例。 ，居住于浦东新区， ，居住于黄浦区， 、 ，居住于静安区， — ，居住于普陀区， ，居住于闵行区， 、 ，居住于宝山区， 、 ，居住于松江区， ，居住于奉贤区，均为此前报告本土确诊病例或无症状感染者的密切接触者，即被隔离管控，其间新冠病毒核酸检测结果异常。经疾控中心复核结果为阳性，诊断为无症状感染者。 2022年7月6日0—24时，通过口岸联防联控机制，报告11例境外输入性新冠肺炎确诊病例。治愈出院5例，其中来自美国3例，来自巴拿马1例，来自英国1例。 为中国籍，在美国探亲，自美国出发，于2022年6月30日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为智利籍，在智利生活，自智利出发，经法国转机，于2022年7月1日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为奥地利籍，在奥地利生活，自奥地利出发， 为中国籍，病例4在英国留学，自英国出发，病例5在摩尔多瓦生活、病例6在摩尔多瓦探亲，病例5、病例6从摩尔多瓦出发，病例4—病例6经奥地利转机，病例3—病例6乘坐同一航班，于2022年7月2日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为中国籍，在美国探亲，自美国出发，于2022年7月2日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为中国籍，在俄罗斯工作，自俄罗斯出发，于2022年7月3日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为中国籍，在美国旅行，自美国出发，于2022年7月3日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为中国籍，在英国留学，自英国出发，经新加坡转机，于2022年7月4日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 为中国籍，在美国探亲，自美国出发，于2022年7月4日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 11例境外输入性确诊病例已转至定点医疗机构救治，已追踪同航班密切接触者83人，均已落实集中隔离观察。 2022年7月6日0—24时，新增境外输入性无症状感染者6例。 上海市卫健委今早（7月7日）通报： 其中30例确诊病例和22例无症状感染者在隔离管控中发现。新增境外输入性新冠肺炎确诊病例11例和无症状感染者6例，均在闭环管控中发现。 2022年2月26日0时至2022年7月6日24时，累计本土确诊58185例，治愈出院57537例，在院治疗60例，死亡588例。现有待排查的疑似病例0例。 https://pic3.zhimg.com/50/v2-95a146e891a781eb034d59127879cae2_720w.jpg?source=1940ef5c data:image/svg+xml;utf8,<svg xmlns=""http://www.w3.org/2000/svg"" width=""1110"" height=""3490""></svg> 数据趋势 https://pic2.zhimg.com/50/v2-8e3d2b6f9a8a88704b18d26fa164e0ee_720w.jpg?source=1940ef5c data:image/svg+xml;utf8,<svg xmlns=""http://www.w3.org/2000/svg"" width=""602"" height=""362""></svg> ，男性，19岁，居住于虹口区北外滩街道九龙路515号振兴公寓。发热就诊时发现 异常，经疾控部门复核为阳性，诊断为 肺炎确诊病例（轻型）。目前，该阳性感染者已转运至定点医院机构隔离治疗。 流行病学调查显示，该阳性感染者此前14天活动轨迹除居住地外，主要涉及虹口区四川北路1800号二楼perry”s酒吧（四川北路店），黄浦区西藏中路180号高盛商厦五楼汉登喝酒公司，静安区天目中路353号万佳商厦，宝山区沪太路1818号宜家家居（宝山商场店），普陀区兰溪路277号杨记齐齐哈尔烤肉（总店），徐汇区宜山路508号景鸿大楼大堂 （景鸿大楼店），长宁区愚园路816号小杨生煎（愚园路店）。外出期间均佩戴口罩。 ，女性，34岁，居住于松江区小昆山镇平原街86弄平原新村。发热就诊时发现核酸检测异常，经疾控部门复核为阳性，诊断为新冠病毒肺炎确诊病例（轻型）。目前，这名阳性感染者已转运至定点医疗机构隔离治疗。 流行病学调查显示，该阳性感染者此前14天活动轨迹除居住地外，主要涉及松江区沪松公路2972弄22号绿波景园66号楼、翔昆路150弄翔昆苑45号、九峰路118号平高广场三楼迪卡侬（松江体育中心店）、林荫新路1222号玛雅海滩水公园，闵行区吴宝路428号台尚创意园A2栋楼，徐汇区钦州北路1188号漕河泾科汇大厦。 现在已经对该名阳性感染者所涉及人员落实管控，对相关风险区域和场所实施封闭管理、环境终末消毒等防控措施。",13.0,45.0,111.0,2.0
178607,2022-07-06 23:48:13,微博热榜,# 街道就给转绿码人员手上盖章致歉#【本台评论：防疫的根本目的是保护人民】疫情突发，尤其是我们面对的奥密克戎毒株，传播速度很快，防控需要争分夺秒，这对防疫人员来说有一定的压力，想通过一些的手段，尽快遏制疫情，社区想创新防控方式、提高工作效率，这都是可以理解的。但无论采取哪一种防控措 ...全文,1.0,1.0,1.0,1.0
165321,2022-07-06 23:46:00,微博热榜,周杰伦新专辑先行曲《最伟大的作品》，整体来说是一首中上水准的作品。《最伟大的作品》是熟悉的配方，熟悉的味道，这首歌给我的感觉是《夜曲》+《夜的第七章》的混合体，主歌部分是嘻哈、饶舌，副歌部分是流行抒情，所以这首歌听起来有很熟悉的感觉，或者有人说，这首歌周杰伦还是在“吃老本”。这 ...全文,1.0,9.0,20.0,1.0
195799,2022-07-06 23:45:21,微博热榜,陈伟霆#刘德华谢霆锋陈伟霆唱中国人#,0.0,0.0,0.0,1.0
