188776,2022-07-07 23:59:36,微博热榜,#约翰逊发表辞职声明#  丘吉尔之陨……乐.jpg ,0.0,0.0,0.0,1.0
166449,2022-07-07 23:59:11,微博热榜,#袁冰妍退出偷漏税被罚公司#袁冰妍粉丝嘴好臭啊，一群老嫂子想进去陪阿姨踩缝纫机吗？ ,0.0,0.0,11.0,1.0
178570,2022-07-07 23:58:07,微博热榜,#央视网向无锡道歉#敢问央视网评论员是否能来来评论一下？家人就是在这个社区医院工作的，从6月底开始就去隔离点工作了，没有回过家，每天得辛苦工作，还要接受各种抱怨。作为外地人，凭什么有资格指指点点呢，说章就是给猪盖的诸如此类的话，无限扩大一个举动，这个温度请你去室外感受一下可以吗？作 ...全文,2.0,3.0,28.0,1.0
166128,2022-07-07 23:58:06,微博热榜,#一个人过和婚姻不幸哪个更伤身#婚姻生活不止有诗和远方，还有掐脖子和抽耳光……且行且珍惜。#当地妇联回应余秀华被家暴# ,0.0,1.0,6.0,1.0
165027,2022-07-07 23:57:50,微博热榜,#英国首相约翰逊辞职# ,0.0,0.0,0.0,1.0
159444,2022-07-07 23:57:20,微博热榜,#直击南京女大学生遇害案一审现场#【南京女大学生遇害案宣判前?#嫌犯父亲曾啜泣向李某月父亲道歉#】7月7日，南京女大学生遇害案宣判前，嫌疑人曹某青父亲找到被害人父亲李胜道歉。李胜称无论对方说什么，自己都无法理解原谅对方儿子的行为，除非两人有了“共同的目标”（洪某量刑）以后再讨论此事。犯 ...全文,0.0,25.0,12.0,1.0
165954,2022-07-07 23:54:20,微博热榜,发布了头条文章：《才华有限，就做个会炒作的诗人》 #杨槠策回应家暴余秀华# #余秀华直播中与丈夫激烈争吵#  才华有限，就做个会炒作的诗人 ,0.0,7.0,10.0,1.0
180495,2022-07-07 23:53:27,微博热榜,【#马斯克与女高管生下双胞胎# ，他的已知孩子达到了9个】据报道，埃隆·马斯克去年11月与他旗下企业的一名高管希冯·齐里斯悄悄生了一对双胞胎。目前，他的已知的孩子数量已经达到了9个。#马斯克已知孩子已达9个# （来源：新浪科技）  财经网科技的微博视频 ,0.0,0.0,0.0,1.0
165748,2022-07-07 23:53:25,微博热榜,我就知道余秀华的那个小男友不靠谱长着一副小白脸的样子分手了还要诋毁一波 我有时候蛮佩服这些男的 是怎么和自己不喜欢甚至厌恶的人在一起接吻睡觉的 又下流 又恶心  女诗人也不值得同情 她也是自找的 说不好听的 一个图她点钱和名利 一个图他年轻的肉体 反正半斤八两 看他俩 莫名的生气?? ...全文,0.0,0.0,0.0,1.0
165749,2022-07-07 23:52:22,微博热榜,#余秀华回应家暴#施暴者当诛 ,0.0,0.0,0.0,1.0
189281,2022-07-07 23:50:42,微博热榜,【#赵立坚谈七七事变85周年#：#望日方正视和反省侵略历史#】今天是#七七事变85周年#纪念日。外交部发言人赵立坚在例行记者会上表示，1937年7月7日，日本军国主义制造“卢沟桥事变”，发动了全面侵华战争。中国人民经过不屈不挠的浴血奋战，打败了穷凶极恶的日本军国主义侵略者，取得了中国人民抗日战争 ...全文,0.0,0.0,2.0,1.0
